record_id,product_id,product_name,category,region,supplier_id,transaction_date,expiration_date,shelf_life_days,days_remaining_at_purchase,storage_temp,temp_deviation,base_price,cost_price,initial_quantity,spoilage_sensitivity,day_of_week,is_weekend,month,daily_demand,demand_variability,temp_abuse_events,distribution_hours,handling_score,packaging_score,spoilage_risk,was_spoiled,quality_grade,days_until_expiry,markdown_applied,discount_pct,selling_price,units_sold,units_wasted,waste_pct,revenue,waste_cost,profit,profit_margin_pct,supplier_score,is_promoted,official_id
98668,DAI_CRE_847,Cream,Dairy,Northeast,SUPPLIER_19,2024-12-10,2025-01-03,27,24,5.1,1.1,5.76,3.53,241,0.7,1,0,12,15,0.29,1,4.8,4,10,0.14,0,B,23,0,0.0,5.76,241,0,0.0,1388.16,0.0,537.43,38.7,10,1,VM_039
98669,FRO_PIZ_484,Pizza,Frozen_Meals,West,SUPPLIER_20,2024-08-03,2025-06-02,314,303,-21.1,1.1,13.49,7.36,251,0.3,5,1,8,1,0.27,1,61.6,4,5,0.261,1,C,302,1,0.24,10.25,175,76,30.3,1793.75,559.36,-53.61,-3.0,9,0,VM_010
98670,DEL_PRE_477,Prepared Salads,Deli,Southeast,SUPPLIER_07,2024-06-14,2024-06-26,13,12,5.7,1.7,13.67,7.97,333,0.75,4,0,6,34,0.28,0,20.6,10,8,0.138,0,A,10,0,0.0,13.67,322,11,3.3,4401.74,87.67,1747.73,39.7,9,0,VM_021
98673,DEL_DIP_504,Dips,Deli,Midwest,SUPPLIER_17,2024-04-17,2024-04-25,8,8,4.7,0.7,10.97,6.66,393,0.75,2,0,4,77,0.29,0,29.7,10,8,0.121,0,A,8,0,0.0,10.97,393,0,0.0,4311.21,0.0,1693.83,39.3,9,0,VM_003
98677,FRO_ICE_164,Ice Cream,Frozen_Meals,West,SUPPLIER_13,2024-12-15,2025-04-23,166,129,-18.6,1.4,17.62,9.71,462,0.3,6,1,12,1,0.1,0,51.8,8,8,0.164,0,A,129,0,0.0,17.62,119,343,74.2,2096.78,3330.53,-2389.24,-113.9,10,0,VM_046
98681,MEA_GRO_321,Ground Beef,Meat,Southeast,SUPPLIER_11,2024-03-01,2024-03-04,3,3,5.2,4.2,10.34,5.53,210,0.9,4,0,3,124,0.28,2,37.1,4,6,0.291,1,C,2,1,0.17,8.58,147,63,30.0,1261.26,348.39,99.96,7.9,6,0,VM_029
98684,FRO_PIZ_947,Pizza,Frozen_Meals,Northeast,SUPPLIER_09,2024-11-06,2025-07-10,263,246,-19.6,0.4,8.56,5.34,482,0.3,2,0,11,0,0.11,0,11.0,5,10,0.113,0,B,246,0,0.0,8.56,0,482,100.0,0.0,2573.88,-2573.88,0.0,8,0,VM_028
98685,REA_WRA_459,Wraps,Ready_to_Eat,Southwest,SUPPLIER_16,2024-01-10,2024-01-13,4,3,4.6,0.6,15.42,10.32,282,0.9,2,0,1,131,0.25,0,23.5,8,6,0.211,0,B,2,0,0.0,15.42,282,0,0.0,4348.44,0.0,1438.2,33.1,10,0,VM_048
98686,PHA_PRO_910,Probiotics,Pharmaceuticals,Southeast,SUPPLIER_10,2024-04-09,2024-06-19,71,71,0.5,4.5,374.22,202.77,25,0.85,1,0,4,1,0.42,3,20.1,9,10,0.15,0,A,69,0,0.0,374.22,25,0,0.0,9355.5,0.0,4286.25,45.8,8,0,VM_006
98687,BAK_BRE_191,Bread,Bakery,Northeast,SUPPLIER_09,2024-06-06,2024-06-11,7,5,19.7,0.3,4.33,2.02,474,0.5,3,0,6,102,0.5,0,35.8,5,8,0.189,1,B,4,0,0.0,4.33,320,154,32.5,1385.6,311.08,428.12,30.9,8,0,VM_036
98689,SEA_SAL_290,Salmon,Seafood,Northeast,SUPPLIER_20,2024-05-24,2024-05-28,6,4,0.6,0.6,15.39,9.21,206,0.95,4,0,5,56,0.36,1,34.6,6,5,0.273,0,C,1,1,0.35,10.0,96,110,53.4,960.0,1013.1,-937.26,-97.6,9,1,VM_001
98694,REA_FRE_133,Fresh Pasta,Ready_to_Eat,Midwest,SUPPLIER_19,2024-02-17,2024-02-21,4,4,6.1,2.1,9.79,4.96,215,0.9,5,1,2,122,0.39,1,54.5,8,5,0.246,0,B,3,0,0.0,9.79,215,0,0.0,2104.85,0.0,1038.45,49.3,10,0,VM_043
98696,PHA_EYE_739,Eye Drops,Pharmaceuticals,Midwest,SUPPLIER_17,2024-09-05,2025-05-29,279,266,6.4,1.4,309.41,209.27,328,0.85,3,0,9,2,0.5,0,13.4,5,6,0.219,0,C,265,1,0.24,235.15,328,0,0.0,77129.2,0.0,8488.64,11.0,9,0,VM_003
98697,REA_SAN_906,Sandwiches,Ready_to_Eat,Southeast,SUPPLIER_06,2024-02-20,2024-02-24,4,4,2.2,1.8,11.78,6.2,284,0.9,1,0,2,107,0.14,1,40.9,10,6,0.191,0,A,4,0,0.0,11.78,284,0,0.0,3345.52,0.0,1584.72,47.4,8,0,VM_015
98698,FRO_ICE_817,Ice Cream,Frozen_Meals,Northeast,SUPPLIER_14,2024-03-19,2024-08-28,227,162,-18.7,1.3,12.1,4.99,76,0.3,1,0,3,0,0.26,1,31.0,8,10,0.112,0,A,159,0,0.0,12.1,0,76,100.0,0.0,379.24,-379.24,0.0,6,0,VM_001
98699,PHA_INS_354,Insulin,Pharmaceuticals,Southeast,SUPPLIER_10,2024-10-08,2026-01-07,602,456,6.1,1.1,264.6,127.41,50,0.85,1,0,10,2,0.12,1,59.2,7,9,0.191,0,A,453,0,0.0,264.6,50,0,0.0,13230.0,0.0,6859.5,51.8,8,0,VM_005
98700,FRO_PIZ_732,Pizza,Frozen_Meals,West,SUPPLIER_11,2024-05-10,2024-08-15,108,97,-16.9,3.1,18.5,10.36,322,0.3,4,0,5,1,0.48,0,64.3,4,5,0.278,0,C,96,1,0.23,14.24,131,191,59.3,1865.44,1978.76,-1470.48,-78.8,6,0,VM_008
98701,REA_FRE_219,Fresh Pasta,Ready_to_Eat,Northeast,SUPPLIER_11,2024-07-26,2024-07-30,4,4,3.7,0.3,11.01,6.02,79,0.9,4,0,7,28,0.44,1,8.4,8,5,0.181,1,B,3,0,0.0,11.01,55,24,30.4,605.55,144.48,129.97,21.5,6,0,VM_002
98702,PRO_LET_423,Lettuce,Produce,Northeast,SUPPLIER_18,2024-11-13,2024-11-28,16,15,3.7,4.3,5.63,2.28,122,0.6,2,0,11,10,0.38,2,13.7,8,5,0.237,1,B,12,0,0.0,5.63,84,38,31.1,472.92,86.64,194.76,41.2,8,1,VM_044
98703,BEV_FRE_314,Fresh Juice,Beverages,Southeast,SUPPLIER_08,2024-11-01,2024-11-18,25,17,3.1,1.9,5.28,3.2,89,0.4,4,0,11,4,0.17,3,46.6,9,7,0.187,0,A,17,0,0.0,5.28,85,4,4.5,448.8,12.8,164.0,36.5,9,0,VM_006
98704,FRO_FRO_224,Frozen Desserts,Frozen_Meals,Southeast,SUPPLIER_05,2024-07-14,2025-05-25,322,315,-20.4,0.4,15.82,7.65,169,0.3,6,1,7,4,0.48,0,5.3,10,10,0.057,0,A,312,0,0.0,15.82,169,0,0.0,2673.58,0.0,1380.73,51.6,10,1,VM_016
98706,SEA_TIL_604,Tilapia,Seafood,West,SUPPLIER_08,2024-01-17,2024-01-19,2,2,1.6,1.6,27.65,16.57,181,0.95,2,0,1,138,0.3,2,31.0,6,5,0.242,0,C,0,1,0.67,9.12,181,0,0.0,1650.72,0.0,-1348.45,-81.7,9,0,VM_046
98707,SEA_LOB_753,Lobster,Seafood,Southeast,SUPPLIER_07,2024-12-24,2024-12-28,4,4,-0.2,0.2,32.62,22.33,321,0.95,1,0,12,108,0.2,0,64.9,4,10,0.159,0,B,4,0,0.0,32.62,321,0,0.0,10471.02,0.0,3303.09,31.5,9,1,VM_005
98708,PRO_BAN_341,Bananas,Produce,West,SUPPLIER_04,2024-10-13,2024-10-19,6,6,6.9,1.1,1.02,0.55,116,0.6,6,1,10,28,0.12,1,65.9,5,5,0.259,0,C,3,1,0.25,0.76,116,0,0.0,88.16,0.0,24.36,27.6,9,1,VM_050
98709,MEA_BEE_775,Beef,Meat,Southeast,SUPPLIER_19,2024-12-07,2024-12-10,3,3,-0.6,1.6,15.23,8.51,45,0.9,5,1,12,27,0.35,0,33.1,8,10,0.122,0,A,0,1,0.63,5.64,45,0,0.0,253.8,0.0,-129.15,-50.9,10,1,VM_029
98710,PHA_ANT_235,Antibiotics,Pharmaceuticals,Midwest,SUPPLIER_15,2024-02-06,2025-04-23,467,442,4.7,0.3,69.79,30.73,195,0.85,1,0,2,1,0.4,0,69.5,6,5,0.25,0,C,441,1,0.24,53.04,195,0,0.0,10342.8,0.0,4350.45,42.1,6,0,VM_031
98711,DEL_DIP_926,Dips,Deli,Northeast,SUPPLIER_14,2024-05-06,2024-05-16,13,10,4.4,0.4,7.32,3.08,264,0.75,0,0,5,33,0.28,0,58.8,8,10,0.143,1,A,8,0,0.0,7.32,184,80,30.3,1346.88,246.4,533.76,39.6,6,1,VM_007
98712,MEA_POR_998,Pork,Meat,Northeast,SUPPLIER_12,2024-10-01,2024-10-10,10,9,1.5,0.5,6.92,3.32,441,0.9,1,0,10,49,0.18,0,67.2,10,6,0.199,0,A,7,0,0.0,6.92,294,147,33.3,2034.48,488.04,570.36,28.0,6,0,VM_014
98714,PHA_ANT_602,Antibiotics,Pharmaceuticals,Midwest,SUPPLIER_16,2024-12-09,2026-05-05,705,512,5.6,0.6,112.2,70.08,397,0.85,0,0,12,0,0.43,0,46.4,10,9,0.147,0,A,511,0,0.0,112.2,0,397,100.0,0.0,27821.76,-27821.76,0.0,10,0,VM_040
98716,PHA_ANT_584,Antibiotics,Pharmaceuticals,West,SUPPLIER_01,2024-09-06,2025-03-16,248,191,2.3,2.7,458.67,258.68,363,0.85,4,0,9,1,0.35,2,52.7,9,6,0.252,0,B,189,0,0.0,458.67,203,160,44.1,93110.01,41388.8,-790.83,-0.8,7,0,VM_050
98719,MEA_SAU_158,Sausages,Meat,Southeast,SUPPLIER_11,2024-01-25,2024-01-29,6,4,3.9,2.9,22.06,15.13,126,0.9,3,0,1,34,0.28,3,20.7,5,7,0.272,0,B,1,1,0.45,12.13,51,75,59.5,618.63,1134.75,-1287.75,-208.2,6,0,VM_015
98727,BAK_CRO_754,Croissants,Bakery,Northeast,SUPPLIER_01,2024-10-22,2024-10-27,5,5,21.6,1.6,6.83,4.7,214,0.5,1,0,10,69,0.11,0,71.9,8,9,0.156,0,A,4,0,0.0,6.83,214,0,0.0,1461.62,0.0,455.82,31.2,7,0,VM_012
98729,FRO_PIZ_122,Pizza,Frozen_Meals,Midwest,SUPPLIER_17,2024-03-24,2024-07-22,162,120,-16.2,3.8,8.16,3.64,223,0.3,6,1,3,1,0.47,5,40.1,8,7,0.192,0,B,117,0,0.0,8.16,150,73,32.7,1224.0,265.72,412.28,33.7,9,0,VM_035
98732,BAK_BAG_758,Bagels,Bakery,Southwest,SUPPLIER_01,2024-05-19,2024-05-23,4,4,18.3,1.7,6.72,3.01,117,0.5,6,1,5,55,0.36,2,11.7,5,9,0.145,0,B,2,0,0.0,6.72,117,0,0.0,786.24,0.0,434.07,55.2,7,0,VM_048
98733,DEL_PRE_222,Prepared Salads,Deli,Midwest,SUPPLIER_04,2024-08-26,2024-08-31,5,5,3.0,1.0,11.92,5.82,395,0.75,0,0,8,105,0.21,2,32.2,10,7,0.147,0,A,4,0,0.0,11.92,395,0,0.0,4708.4,0.0,2409.5,51.2,9,0,VM_027
98734,SEA_CRA_439,Crab,Seafood,Northeast,SUPPLIER_17,2024-10-14,2024-10-17,4,3,-3.1,3.1,8.5,3.65,175,0.95,0,0,10,62,0.42,5,44.9,5,8,0.266,0,B,3,0,0.0,8.5,171,4,2.3,1453.5,14.6,814.75,56.1,9,0,VM_002
98736,REA_SUS_396,Sushi,Ready_to_Eat,Southeast,SUPPLIER_08,2024-04-07,2024-04-09,3,2,7.0,3.0,12.19,6.02,390,0.9,6,1,4,313,0.43,3,50.7,7,6,0.294,1,B,0,1,0.66,4.14,273,117,30.0,1130.22,704.34,-1217.58,-107.7,9,0,VM_005
98738,REA_SAN_786,Sandwiches,Ready_to_Eat,Northeast,SUPPLIER_02,2024-10-31,2024-11-01,2,1,4.1,0.1,10.74,6.25,277,0.9,3,0,10,209,0.3,0,9.2,10,9,0.146,0,A,0,1,0.61,4.19,277,0,0.0,1160.63,0.0,-570.62,-49.2,7,0,VM_047
98740,PRO_GRA_123,Grapes,Produce,Southeast,SUPPLIER_09,2024-07-28,2024-08-06,11,9,6.9,1.1,1.46,0.58,367,0.6,6,1,7,76,0.3,0,43.1,6,9,0.169,0,B,6,0,0.0,1.46,367,0,0.0,535.82,0.0,322.96,60.3,8,0,VM_033
98741,PHA_EYE_471,Eye Drops,Pharmaceuticals,Northeast,SUPPLIER_19,2024-11-01,2025-05-05,268,185,6.0,1.0,299.86,202.6,108,0.85,4,0,11,2,0.11,1,41.0,6,8,0.215,0,B,184,0,0.0,299.86,108,0,0.0,32384.88,0.0,10504.08,32.4,10,0,VM_001
98742,DAI_MIL_424,Milk,Dairy,Southwest,SUPPLIER_01,2024-07-27,2024-08-14,24,18,3.2,0.8,4.13,2.38,491,0.7,5,1,7,33,0.34,2,58.4,5,8,0.218,0,B,18,0,0.0,4.13,491,0,0.0,2027.83,0.0,859.25,42.4,7,0,VM_023
98743,PHA_INS_943,Insulin,Pharmaceuticals,Northeast,SUPPLIER_16,2024-10-30,2026-07-08,664,616,5.0,0.0,315.32,200.68,138,0.85,2,0,10,1,0.27,0,39.8,9,9,0.117,0,A,613,0,0.0,315.32,138,0,0.0,43514.16,0.0,15820.32,36.4,10,0,VM_039
98745,DAI_MIL_660,Milk,Dairy,West,SUPPLIER_15,2024-01-05,2024-01-27,23,22,2.0,2.0,4.22,2.66,252,0.7,4,0,1,13,0.39,1,23.1,6,6,0.219,0,B,22,0,0.0,4.22,210,42,16.7,886.2,111.72,215.88,24.4,6,0,VM_026
98747,DEL_DIP_518,Dips,Deli,Southwest,SUPPLIER_13,2024-05-07,2024-05-10,4,3,6.2,2.2,9.67,5.19,242,0.75,1,0,5,106,0.47,1,20.1,7,9,0.175,0,A,0,1,0.46,5.22,157,85,35.1,819.54,441.15,-436.44,-53.3,10,0,VM_038
98748,DAI_YOG_702,Yogurt,Dairy,Midwest,SUPPLIER_12,2024-08-09,2024-09-04,26,26,4.5,0.5,2.98,1.82,353,0.7,4,0,8,13,0.21,2,17.1,6,5,0.209,0,C,23,1,0.23,2.29,353,0,0.0,808.37,0.0,165.91,20.5,6,0,VM_032
98750,PRO_APP_298,Apples,Produce,Northeast,SUPPLIER_11,2024-08-06,2024-08-19,14,13,7.3,0.7,5.58,3.73,223,0.6,1,0,8,30,0.21,0,54.0,7,10,0.132,0,A,12,0,0.0,5.58,223,0,0.0,1244.34,0.0,412.55,33.2,6,0,VM_044
98751,SEA_SHR_696,Shrimp,Seafood,Northeast,SUPPLIER_07,2024-10-31,2024-11-01,2,1,2.8,2.8,9.76,5.78,269,0.95,3,0,10,189,0.14,1,37.4,4,8,0.3,0,B,1,0,0.0,9.76,149,120,44.6,1454.24,693.6,-100.58,-6.9,9,0,VM_037
98752,FRO_ICE_276,Ice Cream,Frozen_Meals,Northeast,SUPPLIER_10,2024-02-22,2024-05-06,100,74,-18.6,1.4,15.95,10.6,223,0.3,3,0,2,3,0.28,1,33.3,7,8,0.163,0,B,73,0,0.0,15.95,186,37,16.6,2966.7,392.2,602.9,20.3,8,0,VM_039
98755,REA_SOU_683,Soups,Ready_to_Eat,West,SUPPLIER_07,2024-03-03,2024-03-05,2,2,4.3,0.3,11.56,6.17,370,0.9,6,1,3,403,0.46,0,4.6,7,6,0.169,0,B,2,0,0.0,11.56,370,0,0.0,4277.2,0.0,1994.3,46.6,9,0,VM_010
98756,SEA_SAL_865,Salmon,Seafood,Southeast,SUPPLIER_16,2024-09-23,2024-09-25,3,2,1.5,1.5,10.96,6.86,143,0.95,0,0,9,74,0.31,0,69.7,9,6,0.264,0,B,2,0,0.0,10.96,143,0,0.0,1567.28,0.0,586.3,37.4,10,0,VM_005
98757,MEA_LAM_279,Lamb,Meat,Southeast,SUPPLIER_14,2024-06-10,2024-06-16,6,6,-1.3,2.3,15.1,7.16,271,0.9,0,0,6,76,0.38,0,41.8,10,10,0.12,0,A,3,0,0.0,15.1,200,71,26.2,3020.0,508.36,1079.64,35.7,6,0,VM_005
98758,MEA_POR_142,Pork,Meat,Midwest,SUPPLIER_11,2024-11-01,2024-11-06,5,5,0.1,0.9,5.42,2.45,332,0.9,4,0,11,90,0.17,0,58.2,4,6,0.247,0,C,5,1,0.15,4.61,332,0,0.0,1530.52,0.0,717.12,46.9,6,0,VM_041
98761,DAI_MIL_725,Milk,Dairy,Southeast,SUPPLIER_16,2024-01-08,2024-01-29,21,21,2.8,1.2,6.44,3.4,37,0.7,0,0,1,2,0.24,1,25.7,5,7,0.195,0,B,19,0,0.0,6.44,35,2,5.4,225.4,6.8,99.6,44.2,10,0,VM_033
98763,BAK_PAS_691,Pastries,Bakery,Northeast,SUPPLIER_19,2024-11-17,2024-11-22,7,5,19.1,0.9,3.35,2.3,466,0.5,6,1,11,172,0.16,0,62.1,5,5,0.274,1,C,5,1,0.17,2.78,326,140,30.0,906.28,322.0,-165.52,-18.3,10,0,VM_039
98765,PHA_INS_753,Insulin,Pharmaceuticals,Northeast,SUPPLIER_04,2024-10-20,2026-03-24,725,520,6.6,1.6,474.51,297.96,306,0.85,6,1,10,2,0.33,2,39.1,8,7,0.22,0,B,519,0,0.0,474.51,306,0,0.0,145200.06,0.0,54024.3,37.2,9,0,VM_028
98766,FRO_PIZ_395,Pizza,Frozen_Meals,Midwest,SUPPLIER_01,2024-02-23,2024-10-22,247,242,-21.4,1.4,14.19,6.15,327,0.3,4,0,2,0,0.24,1,55.8,7,9,0.148,0,A,242,0,0.0,14.19,0,327,100.0,0.0,2011.05,-2011.05,0.0,7,0,VM_041
98768,BEV_KOM_898,Kombucha,Beverages,Midwest,SUPPLIER_14,2024-11-01,2024-11-10,11,9,5.2,0.2,2.53,1.52,198,0.4,4,0,11,21,0.28,0,54.6,5,9,0.17,1,B,8,0,0.0,2.53,138,60,30.3,349.14,91.2,48.18,13.8,6,0,VM_035
98771,PHA_BIO_255,Biologics,Pharmaceuticals,Midwest,SUPPLIER_16,2024-08-16,2026-02-03,546,536,5.7,0.7,368.22,216.81,125,0.85,4,0,8,1,0.45,1,63.0,5,5,0.258,0,C,534,1,0.2,294.58,125,0,0.0,36822.5,0.0,9721.25,26.4,10,1,VM_035
98773,PHA_INS_660,Insulin,Pharmaceuticals,Southeast,SUPPLIER_11,2024-11-08,2026-04-08,540,516,3.8,1.2,290.51,202.69,56,0.85,4,0,11,1,0.47,0,12.4,4,6,0.225,0,C,513,1,0.25,217.88,56,0,0.0,12201.28,0.0,850.64,7.0,6,0,VM_029
98774,PHA_ANT_292,Antibiotics,Pharmaceuticals,Northeast,SUPPLIER_07,2024-08-06,2025-10-20,496,440,3.5,1.5,262.01,128.42,114,0.85,1,0,8,1,0.36,0,35.1,5,8,0.204,1,B,438,0,0.0,262.01,79,35,30.7,20698.79,4494.7,6058.91,29.3,9,0,VM_013
98775,BEV_MIL_840,Milk Alternatives,Beverages,Northeast,SUPPLIER_05,2024-09-09,2024-09-14,7,5,3.3,1.7,7.0,3.43,348,0.4,0,0,9,58,0.14,1,25.7,8,10,0.119,0,A,2,1,0.16,5.88,141,207,59.5,829.08,710.01,-364.56,-44.0,10,0,VM_007
98776,MEA_POR_842,Pork,Meat,Southwest,SUPPLIER_02,2024-07-22,2024-07-26,5,4,0.8,0.2,12.4,7.54,394,0.9,0,0,7,114,0.41,0,51.7,10,5,0.217,0,B,1,1,0.4,7.44,240,154,39.1,1785.6,1161.16,-1185.16,-66.4,7,0,VM_011
98778,DEL_DIP_376,Dips,Deli,Northeast,SUPPLIER_03,2024-09-17,2024-09-21,5,4,3.2,0.8,6.46,3.57,18,0.75,1,0,9,3,0.29,0,19.8,5,9,0.168,1,B,4,0,0.0,6.46,12,6,33.3,77.52,21.42,13.26,17.1,9,0,VM_039
98779,PHA_BIO_800,Biologics,Pharmaceuticals,Southeast,SUPPLIER_19,2024-04-27,2024-12-25,252,242,7.6,2.6,134.9,88.96,253,0.85,5,1,4,3,0.43,2,19.7,9,6,0.203,0,B,242,0,0.0,134.9,253,0,0.0,34129.7,0.0,11622.82,34.1,10,0,VM_004
98780,PHA_INS_793,Insulin,Pharmaceuticals,West,SUPPLIER_15,2024-06-30,2024-08-13,47,44,4.0,1.0,351.88,236.76,336,0.85,6,1,6,14,0.31,0,21.5,9,10,0.1,0,A,41,0,0.0,351.88,336,0,0.0,118231.68,0.0,38680.32,32.7,6,0,VM_020
98782,DAI_BUT_559,Butter,Dairy,Northeast,SUPPLIER_10,2024-03-29,2024-04-13,19,15,7.4,3.4,6.2,3.56,40,0.7,4,0,3,3,0.26,1,32.9,8,8,0.203,0,A,13,0,0.0,6.2,40,0,0.0,248.0,0.0,105.6,42.6,8,0,VM_001
98783,PHA_INS_336,Insulin,Pharmaceuticals,Midwest,SUPPLIER_07,2024-02-02,2025-05-10,506,463,4.7,0.3,411.53,212.78,166,0.85,4,0,2,0,0.32,0,30.5,10,7,0.147,0,A,460,0,0.0,411.53,0,166,100.0,0.0,35321.48,-35321.48,0.0,9,0,VM_027
98787,DEL_DIP_491,Dips,Deli,Southwest,SUPPLIER_19,2024-11-25,2024-11-30,6,5,3.5,0.5,15.06,7.88,350,0.75,0,0,11,80,0.5,0,31.2,7,8,0.168,0,B,5,0,0.0,15.06,350,0,0.0,5271.0,0.0,2513.0,47.7,10,0,VM_048
98789,FRO_PIZ_827,Pizza,Frozen_Meals,Northeast,SUPPLIER_19,2024-04-07,2024-05-26,67,49,-20.5,0.5,5.52,3.81,386,0.3,6,1,4,8,0.14,0,33.8,10,8,0.129,0,A,48,0,0.0,5.52,326,60,15.5,1799.52,228.6,328.86,18.3,10,0,VM_014
98795,MEA_TUR_192,Turkey,Meat,Northeast,SUPPLIER_03,2024-12-01,2024-12-04,4,3,1.0,0.0,16.46,10.66,283,0.9,6,1,12,152,0.14,0,67.0,5,10,0.18,0,B,0,1,0.51,8.07,283,0,0.0,2283.81,0.0,-732.97,-32.1,9,0,VM_037
98797,DEL_DIP_641,Dips,Deli,Midwest,SUPPLIER_19,2024-01-08,2024-01-21,13,13,2.0,2.0,15.92,8.66,242,0.75,0,0,1,32,0.49,0,71.7,9,8,0.18,0,A,10,0,0.0,15.92,235,7,2.9,3741.2,60.62,1645.48,44.0,10,0,VM_003
98799,DEL_PRE_923,Prepared Salads,Deli,West,SUPPLIER_03,2024-02-16,2024-02-24,10,8,3.9,0.1,9.1,5.53,83,0.75,4,0,2,9,0.4,0,66.1,4,8,0.22,0,B,5,0,0.0,9.1,51,32,38.6,464.1,176.96,5.11,1.1,9,0,VM_026
98800,DAI_CHE_792,Cheese,Dairy,West,SUPPLIER_08,2024-01-31,2024-02-09,10,9,4.2,0.2,7.94,3.35,168,0.7,2,0,1,22,0.36,0,62.2,4,5,0.266,0,C,6,1,0.17,6.59,142,26,15.5,935.78,87.1,372.98,39.9,9,0,VM_042
98808,SEA_CRA_343,Crab,Seafood,Northeast,SUPPLIER_02,2024-04-25,2024-04-26,2,1,2.5,2.5,33.21,19.98,495,0.95,3,0,4,380,0.32,2,23.0,6,10,0.225,0,A,0,1,0.52,15.94,495,0,0.0,7890.3,0.0,-1999.8,-25.3,7,0,VM_049
98810,PRO_BER_781,Berries,Produce,Southeast,SUPPLIER_11,2024-06-07,2024-06-24,21,17,5.9,2.1,3.82,1.81,473,0.6,4,0,6,34,0.2,1,20.8,7,7,0.197,1,B,14,0,0.0,3.82,331,142,30.0,1264.42,257.02,408.29,32.3,6,0,VM_015
98811,BEV_COL_143,Cold Brew Coffee,Beverages,Northeast,SUPPLIER_13,2024-08-04,2024-08-18,20,14,5.4,0.4,2.11,1.47,244,0.4,6,1,8,34,0.32,1,24.8,8,6,0.188,0,B,12,0,0.0,2.11,244,0,0.0,514.84,0.0,156.16,30.3,10,0,VM_002
98817,BEV_KOM_923,Kombucha,Beverages,West,SUPPLIER_12,2024-11-06,2024-11-22,16,16,5.4,0.4,7.14,3.24,231,0.4,2,0,11,16,0.33,1,14.4,4,10,0.123,0,B,14,0,0.0,7.14,188,43,18.6,1342.32,139.32,593.88,44.2,6,0,VM_046
98820,DEL_PRE_925,Prepared Salads,Deli,West,SUPPLIER_20,2024-03-25,2024-04-02,8,8,3.6,0.4,5.08,2.28,187,0.75,0,0,3,47,0.39,1,68.8,9,9,0.134,0,A,6,0,0.0,5.08,187,0,0.0,949.96,0.0,523.6,55.1,9,1,VM_046
98822,DEL_TUR_111,Turkey Slices,Deli,Southeast,SUPPLIER_02,2024-07-24,2024-08-03,12,10,3.6,0.4,10.83,5.91,223,0.75,2,0,7,29,0.24,0,45.7,5,10,0.156,0,B,9,0,0.0,10.83,223,0,0.0,2415.09,0.0,1097.16,45.4,7,0,VM_005
98824,DEL_PRE_733,Prepared Salads,Deli,Southeast,SUPPLIER_13,2024-03-03,2024-03-10,10,7,4.2,0.2,4.35,2.03,460,0.75,6,1,3,120,0.41,0,21.5,5,9,0.172,0,B,7,0,0.0,4.35,460,0,0.0,2001.0,0.0,1067.2,53.3,10,0,VM_034
98825,FRO_ICE_550,Ice Cream,Frozen_Meals,Southeast,SUPPLIER_03,2024-08-12,2025-07-19,360,341,-22.8,2.8,17.38,10.99,75,0.3,0,0,8,0,0.45,2,18.8,7,9,0.132,0,A,340,0,0.0,17.38,0,75,100.0,0.0,824.25,-824.25,0.0,9,0,VM_021
98827,REA_WRA_343,Wraps,Ready_to_Eat,West,SUPPLIER_18,2024-02-18,2024-02-21,4,3,4.5,0.5,7.5,3.38,15,0.9,6,1,2,1,0.39,0,37.6,7,8,0.189,0,B,1,1,0.38,4.65,2,13,86.7,9.3,43.94,-41.4,-445.2,8,0,VM_008
98828,PRO_GRA_146,Grapes,Produce,Northeast,SUPPLIER_13,2024-11-28,2024-12-14,17,16,7.8,0.2,3.32,2.09,168,0.6,3,0,11,11,0.44,0,55.8,4,10,0.156,0,B,16,0,0.0,3.32,168,0,0.0,557.76,0.0,206.64,37.0,10,0,VM_001
98829,DAI_CRE_653,Cream,Dairy,Southwest,SUPPLIER_02,2024-09-25,2024-10-15,25,20,3.6,0.4,8.72,4.94,333,0.7,2,0,9,16,0.3,1,43.7,10,6,0.187,1,A,20,0,0.0,8.72,233,100,30.0,2031.76,494.0,386.74,19.0,7,0,VM_025
98831,SEA_LOB_228,Lobster,Seafood,Northeast,SUPPLIER_04,2024-01-27,2024-01-31,5,4,-2.7,2.7,34.2,14.46,486,0.95,5,1,1,202,0.4,0,40.1,9,5,0.268,1,B,1,1,0.42,19.84,315,171,35.2,6249.6,2472.66,-777.96,-12.4,9,0,VM_009
98834,PHA_PRO_813,Probiotics,Pharmaceuticals,Midwest,SUPPLIER_09,2024-04-17,2025-05-25,536,403,2.3,2.7,404.36,175.49,338,0.85,2,0,4,1,0.23,3,13.6,7,6,0.247,1,B,403,0,0.0,404.36,236,102,30.2,95428.96,17899.98,36113.34,37.8,8,0,VM_040
98835,REA_SAN_998,Sandwiches,Ready_to_Eat,Northeast,SUPPLIER_11,2024-01-15,2024-01-18,3,3,5.4,1.4,13.03,7.54,144,0.9,0,0,1,82,0.37,0,43.1,5,5,0.255,0,C,3,1,0.22,10.16,144,0,0.0,1463.04,0.0,377.28,25.8,6,0,VM_014
