record_id,product_id,product_name,category,store_id,region,supplier_id,transaction_date,expiration_date,shelf_life_days,days_remaining_at_purchase,storage_temp,temp_deviation,base_price,cost_price,initial_quantity,spoilage_sensitivity,day_of_week,is_weekend,month,daily_demand,demand_variability,temp_abuse_events,distribution_hours,handling_score,packaging_score,spoilage_risk,was_spoiled,quality_grade,days_until_expiry,markdown_applied,discount_pct,selling_price,units_sold,units_wasted,waste_pct,revenue,waste_cost,profit,profit_margin_pct,supplier_score,is_promoted
38288,DAI_CHE_377,Cheese,Dairy,STORE_036,Northeast,SUPPLIER_01,2024-10-18,2024-10-27,10.0,9.0,2.1,1.9,5.95,3.28,323.0,0.7,4.0,0.0,10.0,39.0,0.23,2.0,5.2,7.0,7.0,0.181,0.0,B,9.0,0.0,0.0,5.95,283.0,40.0,12.4,1683.85,131.2,624.41,37.1,7.0,0.0
38289,BEV_KOM_684,Kombucha,Beverages,STORE_023,Southwest,SUPPLIER_01,2023-11-15,2023-11-26,12.0,11.0,4.0,1.0,8.57,4.04,320.0,0.4,2.0,0.0,11.0,28.0,0.38,0.0,71.5,8.0,5.0,0.233,0.0,B,10.0,0.0,0.0,8.57,236.0,84.0,26.2,2022.52,339.36,729.72,36.1,7.0,1.0
38290,BEV_MIL_443,Milk Alternatives,Beverages,STORE_005,Southeast,SUPPLIER_10,2023-11-19,2023-11-30,11.0,11.0,2.9,2.1,9.52,4.16,261.0,0.4,6.0,1.0,11.0,39.0,0.21,2.0,53.7,8.0,10.0,0.124,0.0,A,9.0,0.0,0.0,9.52,261.0,0.0,0.0,2484.72,0.0,1398.96,56.3,8.0,0.0
38291,DEL_PRE_901,Prepared Salads,Deli,STORE_025,Southwest,SUPPLIER_09,2024-08-23,2024-08-31,11.0,8.0,6.3,2.3,11.88,5.39,479.0,0.75,4.0,0.0,8.0,63.0,0.45,2.0,58.1,4.0,6.0,0.296,0.0,C,7.0,1.0,0.22,9.27,479.0,0.0,0.0,4440.33,0.0,1858.52,41.9,8.0,0.0
38292,DEL_TUR_694,Turkey Slices,Deli,STORE_049,Northeast,SUPPLIER_02,2024-03-11,2024-03-23,13.0,12.0,4.3,0.3,7.38,3.44,488.0,0.75,0.0,0.0,3.0,57.0,0.31,1.0,64.7,6.0,6.0,0.228,0.0,B,11.0,0.0,0.0,7.38,488.0,0.0,0.0,3601.44,0.0,1922.72,53.4,7.0,1.0
38293,FRO_FRO_752,Frozen Dinners,Frozen_Meals,STORE_018,West,SUPPLIER_20,2023-12-10,2024-03-28,127.0,109.0,-19.9,0.1,13.67,6.69,347.0,0.3,6.0,1.0,12.0,1.0,0.32,0.0,9.7,4.0,9.0,0.144,0.0,B,108.0,0.0,0.0,13.67,119.0,228.0,65.7,1626.73,1525.32,-694.7,-42.7,9.0,0.0
38294,REA_FRE_979,Fresh Pasta,Ready_to_Eat,STORE_039,Northeast,SUPPLIER_08,2023-04-16,2023-04-16,1.0,0.0,4.6,0.6,17.34,7.33,299.0,0.9,6.0,1.0,4.0,678.0,0.44,0.0,19.0,8.0,8.0,0.269,0.0,A,0.0,1.0,0.54,7.98,299.0,0.0,0.0,2386.02,0.0,194.35,8.1,9.0,1.0
38295,DAI_CRE_383,Cream,Dairy,STORE_011,Southwest,SUPPLIER_10,2023-10-27,2023-11-15,25.0,19.0,3.4,0.6,7.54,4.77,332.0,0.7,4.0,0.0,10.0,16.0,0.29,0.0,62.0,4.0,7.0,0.247,0.0,C,16.0,1.0,0.21,5.96,287.0,45.0,13.6,1710.52,214.65,126.88,7.4,8.0,0.0
38296,PRO_BER_966,Berries,Produce,STORE_018,West,SUPPLIER_07,2023-02-12,2023-02-18,9.0,6.0,6.3,1.7,1.3,0.89,474.0,0.6,6.0,1.0,2.0,90.0,0.19,1.0,61.9,10.0,8.0,0.183,0.0,A,4.0,0.0,0.0,1.3,298.0,176.0,37.1,387.4,156.64,-34.46,-8.9,9.0,1.0
38297,SEA_SHR_576,Shrimp,Seafood,STORE_029,Southeast,SUPPLIER_17,2024-10-01,2024-10-02,2.0,1.0,0.1,0.1,37.99,25.56,253.0,0.95,1.0,0.0,10.0,184.0,0.23,0.0,17.5,4.0,7.0,0.255,0.0,C,0.0,1.0,0.57,16.34,253.0,0.0,0.0,4134.02,0.0,-2332.66,-56.4,9.0,0.0
38298,PRO_GRA_748,Grapes,Produce,STORE_018,West,SUPPLIER_17,2023-11-24,2023-12-05,15.0,11.0,7.5,0.5,5.08,3.13,172.0,0.6,4.0,0.0,11.0,12.0,0.48,0.0,44.3,6.0,9.0,0.171,0.0,B,8.0,0.0,0.0,5.08,101.0,71.0,41.3,513.08,222.23,-25.28,-4.9,9.0,0.0
38299,MEA_BEE_836,Beef,Meat,STORE_012,Northeast,SUPPLIER_13,2024-10-17,2024-10-27,10.0,10.0,1.7,0.7,9.42,3.77,366.0,0.9,3.0,0.0,10.0,59.0,0.23,0.0,13.2,7.0,8.0,0.142,0.0,B,8.0,0.0,0.0,9.42,366.0,0.0,0.0,3447.72,0.0,2067.9,60.0,10.0,0.0
38300,DEL_PRE_763,Prepared Salads,Deli,STORE_035,Midwest,SUPPLIER_19,2024-02-11,2024-02-23,12.0,12.0,0.7,3.3,5.02,2.74,317.0,0.75,6.0,1.0,2.0,67.0,0.43,1.0,19.3,9.0,6.0,0.203,0.0,B,12.0,0.0,0.0,5.02,317.0,0.0,0.0,1591.34,0.0,722.76,45.4,10.0,0.0
38301,BEV_FRE_150,Fresh Juice,Beverages,STORE_021,Southeast,SUPPLIER_09,2024-01-21,2024-02-05,22.0,15.0,5.4,0.4,8.09,4.05,398.0,0.4,6.0,1.0,1.0,20.0,0.3,0.0,63.8,7.0,10.0,0.147,0.0,A,15.0,0.0,0.0,8.09,378.0,20.0,5.0,3058.02,81.0,1446.12,47.3,8.0,0.0
38302,DAI_CHE_743,Cheese,Dairy,STORE_039,Northeast,SUPPLIER_06,2024-12-01,2024-12-17,16.0,16.0,2.6,1.4,5.34,3.71,280.0,0.7,6.0,1.0,12.0,24.0,0.34,3.0,24.9,10.0,6.0,0.167,1.0,A,15.0,0.0,0.0,5.34,196.0,84.0,30.0,1046.64,311.64,7.84,0.7,8.0,0.0
38303,SEA_CRA_192,Crab,Seafood,STORE_038,Southwest,SUPPLIER_08,2023-06-04,2023-06-07,3.0,3.0,0.3,0.3,17.24,8.1,101.0,0.95,6.0,1.0,6.0,61.0,0.14,0.0,66.0,4.0,10.0,0.162,0.0,B,1.0,1.0,0.27,12.59,101.0,0.0,0.0,1271.59,0.0,453.49,35.7,9.0,0.0
38304,PRO_TOM_353,Tomatoes,Produce,STORE_022,West,SUPPLIER_15,2024-03-19,2024-04-02,16.0,14.0,9.8,1.8,7.19,4.14,89.0,0.6,1.0,0.0,3.0,8.0,0.4,0.0,33.0,5.0,5.0,0.256,0.0,C,13.0,1.0,0.2,5.75,89.0,0.0,0.0,511.75,0.0,143.29,28.0,6.0,0.0
38305,DEL_DIP_237,Dips,Deli,STORE_018,West,SUPPLIER_15,2023-02-15,2023-02-20,7.0,5.0,2.9,1.1,6.79,2.93,279.0,0.75,2.0,0.0,2.0,70.0,0.37,1.0,14.0,10.0,7.0,0.168,0.0,A,4.0,0.0,0.0,6.79,279.0,0.0,0.0,1894.41,0.0,1076.94,56.8,6.0,0.0
38306,DEL_SAL_355,Salami,Deli,STORE_013,Northeast,SUPPLIER_04,2024-03-18,2024-03-22,5.0,4.0,6.4,2.4,12.36,5.06,128.0,0.75,0.0,0.0,3.0,39.0,0.44,2.0,49.2,6.0,6.0,0.263,1.0,B,4.0,0.0,0.0,12.36,89.0,39.0,30.5,1100.04,197.34,452.36,41.1,9.0,0.0
38307,PHA_INS_939,Insulin,Pharmaceuticals,STORE_040,Midwest,SUPPLIER_10,2024-03-28,2025-09-07,656.0,528.0,1.5,3.5,103.01,59.62,52.0,0.85,3.0,0.0,3.0,0.0,0.46,1.0,61.9,7.0,6.0,0.287,1.0,B,525.0,0.0,0.0,103.01,0.0,52.0,100.0,0.0,3100.24,-3100.24,0.0,8.0,0.0
38308,FRO_PIZ_930,Pizza,Frozen_Meals,STORE_028,Northeast,SUPPLIER_14,2023-04-15,2023-10-01,202.0,169.0,-16.9,3.1,13.27,5.43,388.0,0.3,5.0,1.0,4.0,1.0,0.1,1.0,48.0,6.0,8.0,0.189,0.0,B,169.0,0.0,0.0,13.27,154.0,234.0,60.3,2043.58,1270.62,-63.26,-3.1,6.0,0.0
38309,SEA_SHR_561,Shrimp,Seafood,STORE_034,Southeast,SUPPLIER_08,2024-09-04,2024-09-11,7.0,7.0,2.5,2.5,14.28,8.16,117.0,0.95,2.0,0.0,9.0,22.0,0.39,1.0,24.2,8.0,10.0,0.134,0.0,A,6.0,0.0,0.0,14.28,117.0,0.0,0.0,1670.76,0.0,716.04,42.9,9.0,0.0
38310,MEA_BEE_776,Beef,Meat,STORE_006,Southeast,SUPPLIER_20,2024-02-23,2024-02-28,6.0,5.0,-0.8,1.8,11.02,4.49,128.0,0.9,4.0,0.0,2.0,32.0,0.48,1.0,72.0,7.0,9.0,0.205,1.0,A,4.0,0.0,0.0,11.02,89.0,39.0,30.5,980.78,175.11,406.06,41.4,9.0,0.0
38311,FRO_FRO_134,Frozen Vegetables,Frozen_Meals,STORE_009,Northeast,SUPPLIER_05,2024-06-19,2025-02-18,331.0,244.0,-21.8,1.8,15.54,8.51,262.0,0.3,2.0,0.0,6.0,0.0,0.33,1.0,11.9,10.0,5.0,0.181,0.0,B,241.0,0.0,0.0,15.54,0.0,262.0,100.0,0.0,2229.62,-2229.62,0.0,10.0,0.0
38312,DAI_BUT_535,Butter,Dairy,STORE_038,Southwest,SUPPLIER_15,2023-06-15,2023-06-22,8.0,7.0,1.0,3.0,3.82,1.69,28.0,0.7,3.0,0.0,6.0,5.0,0.43,3.0,16.7,10.0,8.0,0.157,0.0,A,5.0,0.0,0.0,3.82,18.0,10.0,35.7,68.76,16.9,21.44,31.2,6.0,0.0
38313,PRO_GRA_899,Grapes,Produce,STORE_022,West,SUPPLIER_10,2024-02-10,2024-02-12,3.0,2.0,9.8,1.8,2.63,1.32,273.0,0.6,5.0,1.0,2.0,145.0,0.45,1.0,16.0,9.0,6.0,0.203,0.0,B,2.0,0.0,0.0,2.63,266.0,7.0,2.6,699.58,9.24,339.22,48.5,8.0,1.0
38314,PHA_PRO_155,Probiotics,Pharmaceuticals,STORE_037,Northeast,SUPPLIER_02,2024-01-31,2024-08-22,260.0,204.0,4.3,0.7,191.12,95.86,338.0,0.85,2.0,0.0,1.0,1.0,0.32,0.0,66.4,7.0,8.0,0.205,0.0,B,203.0,0.0,0.0,191.12,148.0,190.0,56.2,28285.76,18213.4,-4114.92,-14.5,7.0,0.0
38315,DAI_COT_326,Cottage Cheese,Dairy,STORE_036,Northeast,SUPPLIER_03,2023-09-22,2023-10-19,30.0,27.0,3.2,0.8,3.79,1.79,101.0,0.7,4.0,0.0,9.0,1.0,0.3,1.0,12.5,4.0,10.0,0.14,0.0,B,24.0,0.0,0.0,3.79,24.0,77.0,76.2,90.96,137.83,-89.83,-98.8,9.0,0.0
38316,DEL_TUR_834,Turkey Slices,Deli,STORE_036,Northeast,SUPPLIER_17,2024-09-24,2024-10-04,10.0,10.0,1.8,2.2,5.1,3.39,332.0,0.75,1.0,0.0,9.0,45.0,0.48,1.0,67.9,10.0,10.0,0.13,0.0,A,8.0,0.0,0.0,5.1,332.0,0.0,0.0,1693.2,0.0,567.72,33.5,9.0,0.0
38317,REA_FRE_209,Fresh Pasta,Ready_to_Eat,STORE_011,Southwest,SUPPLIER_05,2023-12-21,2023-12-25,5.0,4.0,7.6,3.6,16.49,11.22,290.0,0.9,3.0,0.0,12.0,75.0,0.49,1.0,13.6,6.0,8.0,0.231,0.0,B,3.0,0.0,0.0,16.49,189.0,101.0,34.8,3116.61,1133.22,-137.19,-4.4,10.0,0.0
38318,MEA_SAU_919,Sausages,Meat,STORE_034,Southeast,SUPPLIER_06,2024-03-15,2024-03-17,3.0,2.0,-0.9,1.9,17.71,9.32,103.0,0.9,4.0,0.0,3.0,59.0,0.29,0.0,11.6,8.0,6.0,0.237,0.0,B,2.0,0.0,0.0,17.71,95.0,8.0,7.8,1682.45,74.56,722.49,42.9,8.0,0.0
38319,REA_FRE_687,Fresh Pasta,Ready_to_Eat,STORE_041,Midwest,SUPPLIER_09,2023-12-10,2023-12-12,2.0,2.0,4.0,0.0,6.04,2.8,382.0,0.9,6.0,1.0,12.0,386.0,0.26,0.0,9.2,9.0,9.0,0.086,0.0,A,0.0,1.0,0.52,2.9,382.0,0.0,0.0,1107.8,0.0,38.2,3.4,8.0,0.0
38320,PRO_TOM_359,Tomatoes,Produce,STORE_049,Northeast,SUPPLIER_12,2023-01-24,2023-01-26,3.0,2.0,8.4,0.4,1.77,1.13,393.0,0.6,1.0,0.0,1.0,184.0,0.3,0.0,53.8,9.0,8.0,0.172,0.0,A,1.0,1.0,0.16,1.49,271.0,122.0,31.0,403.79,137.86,-40.3,-10.0,6.0,0.0
38321,DEL_HUM_168,Hummus,Deli,STORE_014,Northeast,SUPPLIER_03,2024-11-07,2024-11-18,11.0,11.0,3.2,0.8,10.85,5.49,414.0,0.75,3.0,0.0,11.0,58.0,0.18,1.0,71.6,6.0,7.0,0.212,0.0,B,10.0,0.0,0.0,10.85,414.0,0.0,0.0,4491.9,0.0,2219.04,49.4,9.0,0.0
38322,PHA_INS_281,Insulin,Pharmaceuticals,STORE_037,Northeast,SUPPLIER_10,2023-09-12,2025-01-17,715.0,493.0,3.8,1.2,415.51,243.33,124.0,0.85,1.0,0.0,9.0,0.0,0.44,0.0,59.5,6.0,5.0,0.291,1.0,C,493.0,1.0,0.17,344.87,0.0,124.0,100.0,0.0,30172.92,-30172.92,0.0,8.0,0.0
38323,MEA_LAM_871,Lamb,Meat,STORE_006,Southeast,SUPPLIER_09,2024-07-11,2024-07-19,9.0,8.0,0.3,0.7,19.58,9.14,240.0,0.9,3.0,0.0,7.0,36.0,0.26,0.0,38.7,6.0,8.0,0.184,0.0,B,7.0,0.0,0.0,19.58,240.0,0.0,0.0,4699.2,0.0,2505.6,53.3,8.0,0.0
38324,BAK_BRE_970,Bread,Bakery,STORE_032,Midwest,SUPPLIER_14,2023-10-01,2023-10-04,3.0,3.0,21.1,1.1,7.05,4.78,202.0,0.5,6.0,1.0,10.0,124.0,0.32,0.0,68.0,5.0,10.0,0.158,0.0,B,2.0,0.0,0.0,7.05,202.0,0.0,0.0,1424.1,0.0,458.54,32.2,6.0,0.0
38325,PHA_INS_932,Insulin,Pharmaceuticals,STORE_007,Northeast,SUPPLIER_19,2024-08-31,2026-01-29,563.0,516.0,4.3,0.7,287.82,158.02,174.0,0.85,5.0,1.0,8.0,1.0,0.17,1.0,6.3,8.0,7.0,0.157,0.0,B,515.0,0.0,0.0,287.82,174.0,0.0,0.0,50080.68,0.0,22585.2,45.1,10.0,0.0
38326,BEV_SMO_295,Smoothies,Beverages,STORE_046,West,SUPPLIER_07,2023-03-12,2023-04-08,27.0,27.0,8.3,3.3,5.82,3.6,207.0,0.4,6.0,1.0,3.0,8.0,0.2,2.0,51.7,8.0,10.0,0.132,0.0,A,27.0,0.0,0.0,5.82,207.0,0.0,0.0,1204.74,0.0,459.54,38.1,9.0,0.0
38327,PHA_ANT_536,Antibiotics,Pharmaceuticals,STORE_044,Northeast,SUPPLIER_02,2024-05-28,2025-09-12,549.0,472.0,3.4,1.6,317.07,190.43,46.0,0.85,1.0,0.0,5.0,2.0,0.29,3.0,5.4,5.0,5.0,0.249,0.0,C,469.0,1.0,0.24,240.97,46.0,0.0,0.0,11084.62,0.0,2324.84,21.0,7.0,0.0
38328,BEV_MIL_723,Milk Alternatives,Beverages,STORE_025,Southwest,SUPPLIER_12,2023-01-10,2023-01-16,8.0,6.0,6.5,1.5,4.15,1.7,390.0,0.4,1.0,0.0,1.0,64.0,0.47,1.0,15.1,8.0,5.0,0.207,0.0,B,6.0,0.0,0.0,4.15,390.0,0.0,0.0,1618.5,0.0,955.5,59.0,6.0,0.0
38329,MEA_LAM_741,Lamb,Meat,STORE_009,Northeast,SUPPLIER_13,2023-01-11,2023-01-15,6.0,4.0,-2.5,3.5,8.65,5.03,408.0,0.9,2.0,0.0,1.0,100.0,0.45,4.0,30.7,6.0,7.0,0.279,1.0,B,2.0,1.0,0.2,6.92,285.0,123.0,30.1,1972.2,618.69,-80.04,-4.1,10.0,0.0
38330,BEV_SMO_603,Smoothies,Beverages,STORE_033,Southeast,SUPPLIER_09,2023-03-20,2023-04-03,14.0,14.0,3.4,1.6,3.54,2.26,371.0,0.4,0.0,0.0,3.0,26.0,0.21,0.0,69.4,4.0,5.0,0.271,0.0,C,14.0,1.0,0.15,3.01,371.0,0.0,0.0,1116.71,0.0,278.25,24.9,8.0,0.0
38331,SEA_TIL_318,Tilapia,Seafood,STORE_024,Southeast,SUPPLIER_16,2023-09-04,2023-09-09,6.0,5.0,-1.6,1.6,29.56,19.45,266.0,0.95,0.0,0.0,9.0,69.0,0.46,1.0,23.6,4.0,10.0,0.181,0.0,B,3.0,0.0,0.0,29.56,155.0,111.0,41.7,4581.8,2158.95,-591.9,-12.9,10.0,0.0
38332,REA_SUS_257,Sushi,Ready_to_Eat,STORE_006,Southeast,SUPPLIER_20,2024-09-03,2024-09-05,3.0,2.0,1.8,2.2,17.73,8.56,18.0,0.9,1.0,0.0,9.0,10.0,0.39,2.0,41.1,6.0,5.0,0.303,0.0,C,1.0,1.0,0.35,11.52,18.0,0.0,0.0,207.36,0.0,53.28,25.7,9.0,0.0
38333,MEA_TUR_209,Turkey,Meat,STORE_026,West,SUPPLIER_03,2023-06-28,2023-07-01,3.0,3.0,1.6,0.6,6.59,3.15,53.0,0.9,2.0,0.0,6.0,24.0,0.11,0.0,43.8,7.0,5.0,0.221,1.0,B,2.0,0.0,0.0,6.59,37.0,16.0,30.2,243.83,50.4,76.88,31.5,9.0,0.0
38334,DEL_SAL_899,Salami,Deli,STORE_005,Southeast,SUPPLIER_09,2024-09-13,2024-09-16,4.0,3.0,3.8,0.2,12.48,7.42,90.0,0.75,4.0,0.0,9.0,30.0,0.32,0.0,55.6,4.0,7.0,0.24,0.0,C,0.0,1.0,0.7,3.74,76.0,14.0,15.6,284.24,103.88,-383.56,-134.9,8.0,0.0
38335,MEA_POR_180,Pork,Meat,STORE_025,Southwest,SUPPLIER_06,2023-08-22,2023-08-26,4.0,4.0,-3.6,4.6,13.08,7.68,295.0,0.9,1.0,0.0,8.0,93.0,0.35,1.0,12.1,5.0,9.0,0.211,0.0,B,1.0,1.0,0.33,8.76,199.0,96.0,32.5,1743.24,737.28,-522.36,-30.0,8.0,0.0
38336,SEA_SAL_997,Salmon,Seafood,STORE_013,Northeast,SUPPLIER_11,2023-05-05,2023-05-10,7.0,5.0,4.0,4.0,44.7,18.95,420.0,0.95,4.0,0.0,5.0,108.0,0.14,3.0,38.3,10.0,7.0,0.253,1.0,A,2.0,1.0,0.26,33.08,283.0,137.0,32.6,9361.64,2596.15,1402.64,15.0,6.0,0.0
38337,MEA_BEE_632,Beef,Meat,STORE_015,Southeast,SUPPLIER_14,2024-02-23,2024-02-29,8.0,6.0,1.4,0.4,13.4,8.25,330.0,0.9,4.0,0.0,2.0,61.0,0.35,0.0,66.0,5.0,6.0,0.267,0.0,C,3.0,1.0,0.27,9.78,287.0,43.0,13.0,2806.86,354.75,84.36,3.0,6.0,0.0
38338,DEL_HAM_830,Ham,Deli,STORE_006,Southeast,SUPPLIER_15,2024-01-17,2024-01-21,5.0,4.0,4.0,0.0,13.0,7.58,282.0,0.75,2.0,0.0,1.0,90.0,0.1,0.0,46.2,10.0,10.0,0.105,0.0,A,1.0,1.0,0.32,8.84,134.0,148.0,52.5,1184.56,1121.84,-953.0,-80.5,6.0,0.0
38339,SEA_TIL_727,Tilapia,Seafood,STORE_034,Southeast,SUPPLIER_10,2024-09-25,2024-09-26,2.0,1.0,2.6,2.6,18.77,11.45,26.0,0.95,2.0,0.0,9.0,19.0,0.28,1.0,56.0,7.0,7.0,0.3,0.0,B,0.0,1.0,0.69,5.82,26.0,0.0,0.0,151.32,0.0,-146.38,-96.7,8.0,0.0
38340,PRO_BAN_381,Bananas,Produce,STORE_031,Midwest,SUPPLIER_20,2023-07-05,2023-07-18,16.0,13.0,10.0,2.0,7.06,3.92,263.0,0.6,2.0,0.0,7.0,26.0,0.2,1.0,70.2,5.0,9.0,0.21,0.0,B,13.0,0.0,0.0,7.06,263.0,0.0,0.0,1856.78,0.0,825.82,44.5,9.0,0.0
38341,DAI_BUT_991,Butter,Dairy,STORE_024,Southeast,SUPPLIER_06,2024-03-14,2024-04-02,28.0,19.0,3.4,0.6,6.04,2.57,389.0,0.7,3.0,0.0,3.0,18.0,0.45,0.0,14.1,5.0,5.0,0.252,0.0,C,18.0,1.0,0.18,4.95,389.0,0.0,0.0,1925.55,0.0,925.82,48.1,8.0,0.0
38342,BEV_KOM_830,Kombucha,Beverages,STORE_017,West,SUPPLIER_14,2024-01-10,2024-01-20,12.0,10.0,1.1,3.9,8.82,5.04,314.0,0.4,2.0,0.0,1.0,31.0,0.3,1.0,20.8,4.0,8.0,0.206,1.0,B,10.0,0.0,0.0,8.82,219.0,95.0,30.3,1931.58,478.8,349.02,18.1,6.0,0.0
38343,MEA_TUR_471,Turkey,Meat,STORE_029,Southeast,SUPPLIER_03,2023-06-14,2023-06-19,5.0,5.0,2.1,1.1,17.23,7.26,141.0,0.9,2.0,0.0,6.0,46.0,0.37,1.0,24.5,10.0,5.0,0.187,1.0,B,3.0,0.0,0.0,17.23,98.0,43.0,30.5,1688.54,312.18,664.88,39.4,9.0,0.0
38344,FRO_FRO_932,Frozen Vegetables,Frozen_Meals,STORE_020,West,SUPPLIER_05,2023-07-12,2024-02-10,271.0,213.0,-21.9,1.9,12.8,7.15,249.0,0.3,2.0,0.0,7.0,1.0,0.37,2.0,50.5,4.0,10.0,0.166,0.0,B,213.0,0.0,0.0,12.8,203.0,46.0,18.5,2598.4,328.9,818.05,31.5,10.0,0.0
38345,PHA_INS_931,Insulin,Pharmaceuticals,STORE_033,Southeast,SUPPLIER_04,2023-04-08,2024-01-27,398.0,294.0,7.5,2.5,100.29,44.89,215.0,0.85,5.0,1.0,4.0,1.0,0.12,0.0,28.7,9.0,10.0,0.156,0.0,A,292.0,0.0,0.0,100.29,215.0,0.0,0.0,21562.35,0.0,11911.0,55.2,9.0,1.0
38346,DAI_BUT_980,Butter,Dairy,STORE_038,Southwest,SUPPLIER_17,2024-08-12,2024-08-31,20.0,19.0,2.4,1.6,5.44,2.45,316.0,0.7,0.0,0.0,8.0,21.0,0.17,1.0,46.6,8.0,9.0,0.15,1.0,A,16.0,0.0,0.0,5.44,221.0,95.0,30.1,1202.24,232.75,428.04,35.6,9.0,0.0
38347,BEV_SMO_614,Smoothies,Beverages,STORE_019,Northeast,SUPPLIER_17,2024-10-14,2024-10-25,12.0,11.0,4.1,0.9,7.36,3.33,86.0,0.4,0.0,0.0,10.0,7.0,0.12,0.0,27.8,4.0,8.0,0.182,0.0,B,8.0,0.0,0.0,7.36,53.0,33.0,38.4,390.08,109.89,103.7,26.6,9.0,0.0
38348,DEL_PRE_352,Prepared Salads,Deli,STORE_030,Southwest,SUPPLIER_08,2024-10-18,2024-10-30,14.0,12.0,1.3,2.7,16.14,6.81,296.0,0.75,4.0,0.0,10.0,25.0,0.14,0.0,10.6,6.0,5.0,0.254,1.0,C,10.0,1.0,0.19,13.07,207.0,89.0,30.1,2705.49,606.09,689.73,25.5,9.0,0.0
38349,DAI_COT_279,Cottage Cheese,Dairy,STORE_039,Northeast,SUPPLIER_01,2023-04-27,2023-05-13,22.0,16.0,1.5,2.5,11.54,6.66,178.0,0.7,3.0,0.0,4.0,13.0,0.37,0.0,33.0,5.0,6.0,0.267,0.0,C,14.0,1.0,0.18,9.46,178.0,0.0,0.0,1683.88,0.0,498.4,29.6,7.0,0.0
38350,SEA_SHR_286,Shrimp,Seafood,STORE_025,Southwest,SUPPLIER_12,2024-12-03,2024-12-04,2.0,1.0,-0.2,0.2,10.54,5.71,385.0,0.95,1.0,0.0,12.0,308.0,0.5,0.0,21.2,7.0,9.0,0.19,0.0,A,0.0,1.0,0.5,5.27,385.0,0.0,0.0,2028.95,0.0,-169.4,-8.3,6.0,0.0
38351,SEA_LOB_655,Lobster,Seafood,STORE_047,Northeast,SUPPLIER_16,2023-05-02,2023-05-06,4.0,4.0,-0.4,0.4,10.65,5.43,80.0,0.95,1.0,0.0,5.0,29.0,0.18,0.0,39.3,10.0,9.0,0.105,0.0,A,1.0,1.0,0.36,6.82,40.0,40.0,50.0,272.8,217.2,-161.6,-59.2,10.0,0.0
38352,SEA_CRA_432,Crab,Seafood,STORE_048,Southwest,SUPPLIER_13,2024-11-30,2024-12-06,6.0,6.0,-1.0,1.0,34.99,21.98,246.0,0.95,5.0,1.0,11.0,75.0,0.29,0.0,9.2,5.0,9.0,0.145,0.0,B,4.0,0.0,0.0,34.99,246.0,0.0,0.0,8607.54,0.0,3200.46,37.2,10.0,0.0
38353,BEV_FRE_101,Fresh Juice,Beverages,STORE_004,Southeast,SUPPLIER_14,2024-07-23,2024-08-20,29.0,28.0,9.1,4.1,8.21,5.36,33.0,0.4,1.0,0.0,7.0,4.0,0.44,4.0,34.4,9.0,10.0,0.119,0.0,A,28.0,0.0,0.0,8.21,33.0,0.0,0.0,270.93,0.0,94.05,34.7,6.0,0.0
38354,BAK_PAS_996,Pastries,Bakery,STORE_025,Southwest,SUPPLIER_13,2024-02-29,2024-03-05,5.0,5.0,21.2,1.2,13.88,7.29,396.0,0.5,3.0,0.0,2.0,122.0,0.16,0.0,32.2,7.0,8.0,0.154,0.0,B,3.0,0.0,0.0,13.88,396.0,0.0,0.0,5496.48,0.0,2609.64,47.5,10.0,0.0
38355,FRO_FRO_610,Frozen Desserts,Frozen_Meals,STORE_025,Southwest,SUPPLIER_05,2023-11-17,2024-09-08,327.0,296.0,-20.0,0.0,5.89,3.16,142.0,0.3,4.0,0.0,11.0,1.0,0.29,0.0,62.9,7.0,6.0,0.208,0.0,B,295.0,0.0,0.0,5.89,142.0,0.0,0.0,836.38,0.0,387.66,46.3,10.0,0.0
38356,BAK_DON_448,Donuts,Bakery,STORE_034,Southeast,SUPPLIER_19,2024-12-09,2024-12-15,7.0,6.0,14.5,5.5,2.98,1.63,347.0,0.5,0.0,0.0,12.0,98.0,0.35,2.0,28.5,9.0,7.0,0.206,0.0,A,3.0,0.0,0.0,2.98,214.0,133.0,38.3,637.72,216.79,72.11,11.3,10.0,0.0
38357,REA_FRE_528,Fresh Pasta,Ready_to_Eat,STORE_043,Midwest,SUPPLIER_18,2024-02-07,2024-02-09,3.0,2.0,5.7,1.7,11.62,8.06,37.0,0.9,2.0,0.0,2.0,21.0,0.13,1.0,43.2,4.0,6.0,0.296,0.0,C,0.0,1.0,0.69,3.6,37.0,0.0,0.0,133.2,0.0,-165.02,-123.9,8.0,0.0
38358,MEA_GRO_265,Ground Beef,Meat,STORE_042,West,SUPPLIER_09,2023-06-12,2023-06-21,10.0,9.0,7.0,6.0,19.07,7.64,341.0,0.9,0.0,0.0,6.0,39.0,0.39,2.0,59.8,10.0,9.0,0.233,0.0,A,7.0,0.0,0.0,19.07,264.0,77.0,22.6,5034.48,588.28,2429.24,48.3,8.0,1.0
